Entry,Date,Resale_Price,Type,Type_Rank,Venue,Days_Until,Day_Rank,Interested,Radio_Plays,Face,Corona,Day_Rank2
976,8-Mar,266,Pit,10,The Forum B,27,5,2708,2162,149.5,2,7
977,8-Mar,524,100A,8,The Forum B,27,5,2708,2162,149.5,2,7
978,8-Mar,298,100B,6,The Forum B,27,5,2708,2162,149.5,2,7
979,8-Mar,311,200A,4,The Forum B,27,5,2708,2162,59.5,2,7
980,8-Mar,222,200B,3,The Forum B,27,5,2708,2162,39.5,2,7
981,8-Mar,238,Pit,10,The Forum C,28,2,2902,2162,149.5,2,2
982,8-Mar,545,100A,8,The Forum C,28,2,2902,2162,149.5,2,2
983,8-Mar,301,100B,6,The Forum C,28,2,2902,2162,149.5,2,2
984,8-Mar,226,200A,4,The Forum C,28,2,2902,2162,59.5,2,2
985,8-Mar,197,200B,3,The Forum C,28,2,2902,2162,39.5,2,2
986,9-Mar,195,Pit,10,American Airlines Arena,0,1,6633,1428,145.5,2,1
987,9-Mar,199,100A,8,American Airlines Arena,0,1,6633,1428,145.5,2,1
988,9-Mar,133,100B,6,American Airlines Arena,0,1,6633,1428,95.5,2,1
989,9-Mar,102,300A,2,American Airlines Arena,0,1,6633,1428,95.5,2,1
990,9-Mar,100,300B,1,American Airlines Arena,0,1,6633,1428,65.5,2,1
991,9-Mar,177,Pit,10,Amway Center,1,2,9396,519,146,2,2
992,9-Mar,506,100A,8,Amway Center,1,2,9396,519,146,2,2
993,9-Mar,184,100B,6,Amway Center,1,2,9396,519,146,2,2
994,9-Mar,265,SuiteA,7,Amway Center,1,2,9396,519,146,2,2
995,9-Mar,195,SuiteB,5,Amway Center,1,2,9396,519,146,2,2
996,9-Mar,111,200A,4,Amway Center,1,2,9396,519,96.5,2,2
997,9-Mar,102,200B,3,Amway Center,1,2,9396,519,96.5,2,2
998,9-Mar,258,Pit,10,PNC Arena,3,4,7121,148,125.5,2,4
999,9-Mar,250,100A,8,PNC Arena,3,4,7121,148,125.5,2,4
1000,9-Mar,211,100B,6,PNC Arena,3,4,7121,148,125.5,2,4
1001,9-Mar,318,200A,4,PNC Arena,3,4,7121,148,75.5,2,4
1002,9-Mar,294,200B,3,PNC Arena,3,4,7121,148,75.5,2,4
1003,9-Mar,133,300A,2,PNC Arena,3,4,7121,148,55.5,2,4
1004,9-Mar,145,300B,1,PNC Arena,3,4,7121,148,55.5,2,4
1005,9-Mar,193,Pit,10,Wells Fargo Center,4,6,8192,401,149.25,2,5
1006,9-Mar,195,100A,8,Wells Fargo Center,4,6,8192,401,149.25,2,5
1007,9-Mar,275,100B,6,Wells Fargo Center,4,6,8192,401,149.25,2,5
1008,9-Mar,356,SuiteA,7,Wells Fargo Center,4,6,8192,401,128,2,5
1009,9-Mar,222,SuiteB,5,Wells Fargo Center,4,6,8192,401,128,2,5
1010,9-Mar,172,200A,4,Wells Fargo Center,4,6,8192,401,39.4,2,5
1011,9-Mar,197,200B,3,Wells Fargo Center,4,6,8192,401,39.4,2,5
1012,9-Mar,165,300A,2,Wells Fargo Center,4,6,8192,401,39.4,2,5
1013,9-Mar,311,Pit,10,Madison Square Garden,6,5,3044,256,149.5,2,7
1014,9-Mar,388,Floor,9,Madison Square Garden,6,5,3044,256,149.5,2,7
1015,9-Mar,590,100A,8,Madison Square Garden,6,5,3044,256,149.5,2,7
1016,9-Mar,311,100B,6,Madison Square Garden,6,5,3044,256,149.5,2,7
1017,9-Mar,335,200A,4,Madison Square Garden,6,5,3044,256,99.5,2,7
1018,9-Mar,261,300A,2,Madison Square Garden,6,5,3044,256,39.5,2,7
1019,9-Mar,190,Pit,10,Prudential Center,7,1,1481,2,149.5,2,1
1020,9-Mar,315,100A,8,Prudential Center,7,1,1481,2,149.5,2,1
1021,9-Mar,195,100B,6,Prudential Center,7,1,1481,2,149.5,2,1
1022,9-Mar,298,SuiteA,7,Prudential Center,7,1,1481,2,149.5,2,1
1023,9-Mar,206,200A,4,Prudential Center,7,1,1481,2,99.5,2,1
1024,9-Mar,177,200B,3,Prudential Center,7,1,1481,2,99.5,2,1
1025,9-Mar,158,300A,2,Prudential Center,7,1,1481,2,39.5,2,1
1026,9-Mar,164,300B,1,Prudential Center,7,1,1481,2,39.5,2,1
1027,9-Mar,239,Pit,10,Capital One Arena,9,3,8403,421,149.5,2,3
1028,9-Mar,396,100A,8,Capital One Arena,9,3,8403,421,149.5,2,3
1029,9-Mar,311,100B,6,Capital One Arena,9,3,8403,421,149.5,2,3
1030,9-Mar,308,SuiteA,7,Capital One Arena,9,3,8403,421,149.5,2,3
1031,9-Mar,284,SuiteB,5,Capital One Arena,9,3,8403,421,149.5,2,3
1032,9-Mar,321,200A,4,Capital One Arena,9,3,8403,421,99.5,2,3
1033,9-Mar,318,200B,3,Capital One Arena,9,3,8403,421,99.5,2,3
1034,9-Mar,173,300A,2,Capital One Arena,9,3,8403,421,39.5,2,3
1035,9-Mar,175,300B,1,Capital One Arena,9,3,8403,421,39.5,2,3
1036,9-Mar,289,Pit,10,TD Garden,10,4,8344,1205,149.5,2,4
1037,9-Mar,338,100A,8,TD Garden,10,4,8344,1205,145.5,2,4
1038,9-Mar,313,100B,6,TD Garden,10,4,8344,1205,99.5,2,4
1039,9-Mar,400,SuiteA,7,TD Garden,10,4,8344,1205,149.5,2,4
1040,9-Mar,277,200A,4,TD Garden,10,4,8344,1205,59.5,2,4
1041,9-Mar,250,200B,3,TD Garden,10,4,8344,1205,39.5,2,4
1042,9-Mar,244,Pit,10,United Center,15,2,8408,585,149.5,2,2
1043,9-Mar,430,100A,8,United Center,15,2,8408,585,149.5,2,2
1044,9-Mar,355,100B,6,United Center,15,2,8408,585,149.5,2,2
1045,9-Mar,400,200A,4,United Center,15,2,8408,585,99.5,2,2
1046,9-Mar,381,200B,3,United Center,15,2,8408,585,99.5,2,2
1047,9-Mar,219,300A,2,United Center,15,2,8408,585,39.5,2,2
1048,9-Mar,211,300B,1,United Center,15,2,8408,585,39.5,2,2
1049,9-Mar,301,Pit,10,Bridgestone Arena,19,6,8205,916,123,2,5
1050,9-Mar,408,100A,8,Bridgestone Arena,19,6,8205,916,73,2,5
1051,9-Mar,470,100B,6,Bridgestone Arena,19,6,8205,916,73,2,5
1052,9-Mar,341,200A,4,Bridgestone Arena,19,6,8205,916,53.5,2,5
1053,9-Mar,457,200B,3,Bridgestone Arena,19,6,8205,916,53.5,2,5
1054,9-Mar,208,300A,2,Bridgestone Arena,19,6,8205,916,34.4,2,5
1055,9-Mar,202,300B,1,Bridgestone Arena,19,6,8205,916,34.4,2,5
1056,9-Mar,233,Pit,10,The Forum A,25,7,2560,2162,149.5,2,6
1057,9-Mar,518,100A,8,The Forum A,25,7,2560,2162,149.5,2,6
1058,9-Mar,289,100B,6,The Forum A,25,7,2560,2162,149.5,2,6
1059,9-Mar,203,200A,4,The Forum A,25,7,2560,2162,59.5,2,6
1060,9-Mar,208,200B,3,The Forum A,25,7,2560,2162,39.5,2,6
1061,9-Mar,244,Pit,10,The Forum B,26,5,2728,2162,149.5,2,7
1062,9-Mar,524,100A,8,The Forum B,26,5,2728,2162,149.5,2,7
1063,9-Mar,298,100B,6,The Forum B,26,5,2728,2162,149.5,2,7
1064,9-Mar,252,200A,4,The Forum B,26,5,2728,2162,59.5,2,7
1065,9-Mar,222,200B,3,The Forum B,26,5,2728,2162,39.5,2,7
1066,9-Mar,202,Pit,10,The Forum C,27,2,2908,2162,149.5,2,2
1067,9-Mar,528,100A,8,The Forum C,27,2,2908,2162,149.5,2,2
1068,9-Mar,301,100B,6,The Forum C,27,2,2908,2162,149.5,2,2
1069,9-Mar,226,200A,4,The Forum C,27,2,2908,2162,59.5,2,2
1070,9-Mar,197,200B,3,The Forum C,27,2,2908,2162,39.5,2,2
1071,10-Mar,161,Pit,10,Amway Center,0,2,9451,519,146,3,2
1072,10-Mar,188,100A,8,Amway Center,0,2,9451,519,146,3,2
1073,10-Mar,183,100B,6,Amway Center,0,2,9451,519,146,3,2
1074,10-Mar,187,SuiteB,5,Amway Center,0,2,9451,519,146,3,2
1075,10-Mar,131,200A,4,Amway Center,0,2,9451,519,96.5,3,2
1076,10-Mar,85,200B,3,Amway Center,0,2,9451,519,96.5,3,2
1077,10-Mar,219,Pit,10,PNC Arena,2,4,7161,148,125.5,3,4
1078,10-Mar,266,100A,8,PNC Arena,2,4,7161,148,125.5,3,4
1079,10-Mar,194,100B,6,PNC Arena,2,4,7161,148,125.5,3,4
1080,10-Mar,291,200A,4,PNC Arena,2,4,7161,148,75.5,3,4
1081,10-Mar,259,200B,3,PNC Arena,2,4,7161,148,75.5,3,4
1082,10-Mar,133,300A,2,PNC Arena,2,4,7161,148,55.5,3,4
1083,10-Mar,104,300B,1,PNC Arena,2,4,7161,148,55.5,3,4
1084,10-Mar,202,Pit,10,Wells Fargo Center,3,6,8238,401,149.25,3,5
1085,10-Mar,305,100A,8,Wells Fargo Center,3,6,8238,401,149.25,3,5
1086,10-Mar,226,100B,6,Wells Fargo Center,3,6,8238,401,149.25,3,5
1087,10-Mar,322,SuiteA,7,Wells Fargo Center,3,6,8238,401,128,3,5
1088,10-Mar,225,SuiteB,5,Wells Fargo Center,3,6,8238,401,128,3,5
1089,10-Mar,146,200A,4,Wells Fargo Center,3,6,8238,401,39.4,3,5
1090,10-Mar,183,200B,3,Wells Fargo Center,3,6,8238,401,39.4,3,5
1091,10-Mar,153,300A,2,Wells Fargo Center,3,6,8238,401,39.4,3,5
1092,10-Mar,275,Pit,10,Madison Square Garden,5,5,3067,256,149.5,3,7
1093,10-Mar,375,Floor,9,Madison Square Garden,5,5,3067,256,149.5,3,7
1094,10-Mar,609,100A,8,Madison Square Garden,5,5,3067,256,149.5,3,7
1095,10-Mar,305,100B,6,Madison Square Garden,5,5,3067,256,149.5,3,7
1096,10-Mar,250,200A,4,Madison Square Garden,5,5,3067,256,99.5,3,7
1097,10-Mar,229,300A,2,Madison Square Garden,5,5,3067,256,39.5,3,7
1098,10-Mar,218,Pit,10,Prudential Center,6,1,1493,2,149.5,3,1
1099,10-Mar,313,100A,8,Prudential Center,6,1,1493,2,149.5,3,1
1100,10-Mar,202,100B,6,Prudential Center,6,1,1493,2,149.5,3,1
1101,10-Mar,299,SuiteA,7,Prudential Center,6,1,1493,2,149.5,3,1
1102,10-Mar,212,200A,4,Prudential Center,6,1,1493,2,99.5,3,1
1103,10-Mar,212,200B,3,Prudential Center,6,1,1493,2,99.5,3,1
1104,10-Mar,160,300A,2,Prudential Center,6,1,1493,2,39.5,3,1
1105,10-Mar,175,300B,1,Prudential Center,6,1,1493,2,39.5,3,1
1106,10-Mar,214,Pit,10,Capital One Arena,8,3,8434,421,149.5,3,3
1107,10-Mar,409,100A,8,Capital One Arena,8,3,8434,421,149.5,3,3
1108,10-Mar,300,100B,6,Capital One Arena,8,3,8434,421,149.5,3,3
1109,10-Mar,273,SuiteA,7,Capital One Arena,8,3,8434,421,149.5,3,3
1110,10-Mar,267,SuiteB,5,Capital One Arena,8,3,8434,421,149.5,3,3
1111,10-Mar,294,200A,4,Capital One Arena,8,3,8434,421,99.5,3,3
1112,10-Mar,329,200B,3,Capital One Arena,8,3,8434,421,99.5,3,3
1113,10-Mar,177,300A,2,Capital One Arena,8,3,8434,421,39.5,3,3
1114,10-Mar,143,300B,1,Capital One Arena,8,3,8434,421,39.5,3,3
1115,10-Mar,300,Pit,10,TD Garden,9,4,8393,1205,149.5,3,4
1116,10-Mar,340,100A,8,TD Garden,9,4,8393,1205,145.5,3,4
1117,10-Mar,316,100B,6,TD Garden,9,4,8393,1205,99.5,3,4
1118,10-Mar,414,SuiteA,7,TD Garden,9,4,8393,1205,149.5,3,4
1119,10-Mar,269,200A,4,TD Garden,9,4,8393,1205,59.5,3,4
1120,10-Mar,213,200B,3,TD Garden,9,4,8393,1205,39.5,3,4
1121,10-Mar,232,Pit,10,United Center,14,2,8488,585,149.5,3,2
1122,10-Mar,438,100A,8,United Center,14,2,8488,585,149.5,3,2
1123,10-Mar,367,100B,6,United Center,14,2,8488,585,149.5,3,2
1124,10-Mar,414,200A,4,United Center,14,2,8488,585,99.5,3,2
1125,10-Mar,394,200B,3,United Center,14,2,8488,585,99.5,3,2
1126,10-Mar,227,300A,2,United Center,14,2,8488,585,39.5,3,2
1127,10-Mar,187,300B,1,United Center,14,2,8488,585,39.5,3,2
1128,10-Mar,310,Pit,10,Bridgestone Arena,18,6,8230,916,123,3,5
1129,10-Mar,422,100A,8,Bridgestone Arena,18,6,8230,916,73,3,5
1130,10-Mar,402,100B,6,Bridgestone Arena,18,6,8230,916,73,3,5
1131,10-Mar,342,200A,4,Bridgestone Arena,18,6,8230,916,53.5,3,5
1132,10-Mar,473,200B,3,Bridgestone Arena,18,6,8230,916,53.5,3,5
1133,10-Mar,187,300A,2,Bridgestone Arena,18,6,8230,916,34.4,3,5
1134,10-Mar,177,300B,1,Bridgestone Arena,18,6,8230,916,34.4,3,5
1135,10-Mar,243,Pit,10,The Forum A,24,7,2596,2162,149.5,3,6
1136,10-Mar,536,100A,8,The Forum A,24,7,2596,2162,149.5,3,6
1137,10-Mar,379,100B,6,The Forum A,24,7,2596,2162,149.5,3,6
1138,10-Mar,193,200A,4,The Forum A,24,7,2596,2162,59.5,3,6
1139,10-Mar,200,200B,3,The Forum A,24,7,2596,2162,39.5,3,6
1140,10-Mar,261,Pit,10,The Forum B,25,5,2742,2162,149.5,3,7
1141,10-Mar,524,100A,8,The Forum B,25,5,2742,2162,149.5,3,7
1142,10-Mar,308,100B,6,The Forum B,25,5,2742,2162,149.5,3,7
1143,10-Mar,216,200A,4,The Forum B,25,5,2742,2162,59.5,3,7
1144,10-Mar,213,200B,3,The Forum B,25,5,2742,2162,39.5,3,7
1145,10-Mar,237,Pit,10,The Forum C,26,2,2920,2162,149.5,3,2
1146,10-Mar,563,100A,8,The Forum C,26,2,2920,2162,149.5,3,2
1147,10-Mar,346,100B,6,The Forum C,26,2,2920,2162,149.5,3,2
1148,10-Mar,234,200A,4,The Forum C,26,2,2920,2162,59.5,3,2
1149,10-Mar,203,200B,3,The Forum C,26,2,2920,2162,39.5,3,2
1150,11-Mar,399,Pit,10,PNC Arena,1,4,7308,148,125.5,4,4
1151,11-Mar,225,100A,8,PNC Arena,1,4,7308,148,125.5,4,4
1152,11-Mar,155,100B,6,PNC Arena,1,4,7308,148,125.5,4,4
1153,11-Mar,139,200A,4,PNC Arena,1,4,7308,148,75.5,4,4
1154,11-Mar,158,200B,3,PNC Arena,1,4,7308,148,75.5,4,4
1155,11-Mar,169,300A,2,PNC Arena,1,4,7308,148,55.5,4,4
1156,11-Mar,86,300B,1,PNC Arena,1,4,7308,148,55.5,4,4
1157,11-Mar,146,Pit,10,Wells Fargo Center,2,6,8354,401,149.25,4,5
1158,11-Mar,132,100A,8,Wells Fargo Center,2,6,8354,401,149.25,4,5
1159,11-Mar,129,100B,6,Wells Fargo Center,2,6,8354,401,149.25,4,5
1160,11-Mar,181,SuiteA,7,Wells Fargo Center,2,6,8354,401,128,4,5
1161,11-Mar,134,SuiteB,5,Wells Fargo Center,2,6,8354,401,128,4,5
1162,11-Mar,85,200A,4,Wells Fargo Center,2,6,8354,401,39.4,4,5
1163,11-Mar,78,200B,3,Wells Fargo Center,2,6,8354,401,39.4,4,5
1164,11-Mar,96,300A,2,Wells Fargo Center,2,6,8354,401,39.4,4,5
1165,11-Mar,242,Pit,10,Madison Square Garden,4,5,3112,256,149.5,4,7
1166,11-Mar,180,Floor,9,Madison Square Garden,4,5,3112,256,149.5,4,7
1167,11-Mar,238,100A,8,Madison Square Garden,4,5,3112,256,149.5,4,7
1168,11-Mar,175,100B,6,Madison Square Garden,4,5,3112,256,149.5,4,7
1169,11-Mar,124,200A,4,Madison Square Garden,4,5,3112,256,99.5,4,7
1170,11-Mar,176,200B,3,Madison Square Garden,4,5,3112,256,99.5,4,7
1171,11-Mar,105,300A,2,Madison Square Garden,4,5,3112,256,39.5,4,7
1172,11-Mar,108,300B,1,Madison Square Garden,4,5,3112,256,39.5,4,7
1173,11-Mar,153,Pit,10,Prudential Center,5,1,1512,2,149.5,4,1
1174,11-Mar,231,100A,8,Prudential Center,5,1,1512,2,149.5,4,1
1175,11-Mar,194,100B,6,Prudential Center,5,1,1512,2,149.5,4,1
1176,11-Mar,284,SuiteA,7,Prudential Center,5,1,1512,2,149.5,4,1
1177,11-Mar,164,200A,4,Prudential Center,5,1,1512,2,99.5,4,1
1178,11-Mar,157,200B,3,Prudential Center,5,1,1512,2,99.5,4,1
1179,11-Mar,89,300B,1,Prudential Center,5,1,1512,2,39.5,4,1
1180,11-Mar,187,Pit,10,Capital One Arena,7,3,8515,421,149.5,4,3
1181,11-Mar,172,100A,8,Capital One Arena,7,3,8515,421,149.5,4,3
1182,11-Mar,294,100B,6,Capital One Arena,7,3,8515,421,149.5,4,3
1183,11-Mar,290,SuiteA,7,Capital One Arena,7,3,8515,421,149.5,4,3
1184,11-Mar,266,SuiteB,5,Capital One Arena,7,3,8515,421,149.5,4,3
1185,11-Mar,275,200A,4,Capital One Arena,7,3,8515,421,99.5,4,3
1186,11-Mar,108,200B,3,Capital One Arena,7,3,8515,421,99.5,4,3
1187,11-Mar,162,300A,2,Capital One Arena,7,3,8515,421,39.5,4,3
1188,11-Mar,90,300B,1,Capital One Arena,7,3,8515,421,39.5,4,3
1189,11-Mar,269,Pit,10,TD Garden,8,4,8484,1205,149.5,4,4
1190,11-Mar,204,100A,8,TD Garden,8,4,8484,1205,145.5,4,4
1191,11-Mar,210,100B,6,TD Garden,8,4,8484,1205,99.5,4,4
1192,11-Mar,356,SuiteA,7,TD Garden,8,4,8484,1205,149.5,4,4
1193,11-Mar,413,200A,4,TD Garden,8,4,8484,1205,59.5,4,4
1194,11-Mar,99,200B,3,TD Garden,8,4,8484,1205,39.5,4,4
1195,11-Mar,210,Pit,10,United Center,13,2,8673,585,149.5,4,2
1196,11-Mar,390,100A,8,United Center,13,2,8673,585,149.5,4,2
1197,11-Mar,178,100B,6,United Center,13,2,8673,585,149.5,4,2
1198,11-Mar,400,200A,4,United Center,13,2,8673,585,99.5,4,2
1199,11-Mar,283,200B,3,United Center,13,2,8673,585,99.5,4,2
1200,11-Mar,195,300A,2,United Center,13,2,8673,585,39.5,4,2
1201,11-Mar,85,300B,1,United Center,13,2,8673,585,39.5,4,2
1202,11-Mar,154,Pit,10,Bridgestone Arena,17,6,8295,916,123,4,5
1203,11-Mar,148,100A,8,Bridgestone Arena,17,6,8295,916,73,4,5
1204,11-Mar,392,100B,6,Bridgestone Arena,17,6,8295,916,73,4,5
1205,11-Mar,331,200A,4,Bridgestone Arena,17,6,8295,916,53.5,4,5
1206,11-Mar,95,200B,3,Bridgestone Arena,17,6,8295,916,53.5,4,5
1207,11-Mar,155,300A,2,Bridgestone Arena,17,6,8295,916,34.4,4,5
1208,11-Mar,90,300B,1,Bridgestone Arena,17,6,8295,916,34.4,4,5
1209,11-Mar,235,Pit,10,The Forum A,23,7,2643,2162,149.5,4,6
1210,11-Mar,518,100A,8,The Forum A,23,7,2643,2162,149.5,4,6
1211,11-Mar,350,100B,6,The Forum A,23,7,2643,2162,149.5,4,6
1212,11-Mar,217,200A,4,The Forum A,23,7,2643,2162,59.5,4,6
1213,11-Mar,176,200B,3,The Forum A,23,7,2643,2162,39.5,4,6
1214,11-Mar,274,Pit,10,The Forum B,24,5,2771,2162,149.5,4,7
1215,11-Mar,524,100A,8,The Forum B,24,5,2771,2162,149.5,4,7
1216,11-Mar,350,100B,6,The Forum B,24,5,2771,2162,149.5,4,7
1217,11-Mar,311,200A,4,The Forum B,24,5,2771,2162,59.5,4,7
1218,11-Mar,200,200B,3,The Forum B,24,5,2771,2162,39.5,4,7
1219,11-Mar,212,Pit,10,The Forum C,25,2,2935,2162,149.5,4,2
1220,11-Mar,545,100A,8,The Forum C,25,2,2935,2162,149.5,4,2
1221,11-Mar,335,100B,6,The Forum C,25,2,2935,2162,149.5,4,2
1222,11-Mar,202,200A,4,The Forum C,25,2,2935,2162,59.5,4,2
1223,11-Mar,174,200B,3,The Forum C,25,2,2935,2162,39.5,4,2
1224,12-Mar,252,Pit,10,PNC Arena,0,4,7430,148,125.5,5,4
1225,12-Mar,143,100A,8,PNC Arena,0,4,7430,148,125.5,5,4
1226,12-Mar,114,100B,6,PNC Arena,0,4,7430,148,125.5,5,4
1227,12-Mar,124,200A,4,PNC Arena,0,4,7430,148,75.5,5,4
1228,12-Mar,100,200B,3,PNC Arena,0,4,7430,148,75.5,5,4
1229,12-Mar,112,300A,2,PNC Arena,0,4,7430,148,55.5,5,4
1230,12-Mar,79,300B,1,PNC Arena,0,4,7430,148,55.5,5,4
1231,12-Mar,158,Pit,10,Wells Fargo Center,1,6,8442,401,149.25,5,5
1232,12-Mar,143,100A,8,Wells Fargo Center,1,6,8442,401,149.25,5,5
1233,12-Mar,111,100B,6,Wells Fargo Center,1,6,8442,401,149.25,5,5
1234,12-Mar,149,SuiteA,7,Wells Fargo Center,1,6,8442,401,128,5,5
1235,12-Mar,153,SuiteB,5,Wells Fargo Center,1,6,8442,401,128,5,5
1236,12-Mar,79,200A,4,Wells Fargo Center,1,6,8442,401,39.4,5,5
1237,12-Mar,74,200B,3,Wells Fargo Center,1,6,8442,401,39.4,5,5
1238,12-Mar,265,300A,2,Wells Fargo Center,1,6,8442,401,39.4,5,5
1239,12-Mar,222,Pit,10,Madison Square Garden,3,5,3156,256,149.5,5,7
1240,12-Mar,399,Floor,9,Madison Square Garden,3,5,3156,256,149.5,5,7
1241,12-Mar,310,100A,8,Madison Square Garden,3,5,3156,256,149.5,5,7
1242,12-Mar,133,100B,6,Madison Square Garden,3,5,3156,256,149.5,5,7
1243,12-Mar,128,200A,4,Madison Square Garden,3,5,3156,256,99.5,5,7
1244,12-Mar,95,200B,3,Madison Square Garden,3,5,3156,256,99.5,5,7
1245,12-Mar,69,300A,2,Madison Square Garden,3,5,3156,256,39.5,5,7
1246,12-Mar,101,300B,1,Madison Square Garden,3,5,3156,256,39.5,5,7
1247,12-Mar,170,Pit,10,Prudential Center,4,1,1535,2,149.5,5,1
1248,12-Mar,184,100A,8,Prudential Center,4,1,1535,2,149.5,5,1
1249,12-Mar,173,100B,6,Prudential Center,4,1,1535,2,149.5,5,1
1250,12-Mar,267,SuiteA,7,Prudential Center,4,1,1535,2,149.5,5,1
1251,12-Mar,142,200A,4,Prudential Center,4,1,1535,2,99.5,5,1
1252,12-Mar,139,200B,3,Prudential Center,4,1,1535,2,99.5,5,1
1253,12-Mar,96,300A,2,Prudential Center,4,1,1535,2,39.5,5,1
1254,12-Mar,81,300B,1,Prudential Center,4,1,1535,2,39.5,5,1
1255,12-Mar,186,Pit,10,Capital One Arena,6,3,8535,421,149.5,5,3
1256,12-Mar,158,100A,8,Capital One Arena,6,3,8535,421,149.5,5,3
1257,12-Mar,300,100B,6,Capital One Arena,6,3,8535,421,149.5,5,3
1258,12-Mar,236,SuiteA,7,Capital One Arena,6,3,8535,421,149.5,5,3
1259,12-Mar,246,SuiteB,5,Capital One Arena,6,3,8535,421,149.5,5,3
1260,12-Mar,284,200A,4,Capital One Arena,6,3,8535,421,99.5,5,3
1261,12-Mar,108,200B,3,Capital One Arena,6,3,8535,421,99.5,5,3
1262,12-Mar,154,300A,2,Capital One Arena,6,3,8535,421,39.5,5,3
1263,12-Mar,89,300B,1,Capital One Arena,6,3,8535,421,39.5,5,3
1264,12-Mar,204,Pit,10,TD Garden,7,4,8553,1205,149.5,5,4
1265,12-Mar,175,100A,8,TD Garden,7,4,8553,1205,145.5,5,4
1266,12-Mar,194,100B,6,TD Garden,7,4,8553,1205,99.5,5,4
1267,12-Mar,356,SuiteA,7,TD Garden,7,4,8553,1205,149.5,5,4
1268,12-Mar,396,200A,4,TD Garden,7,4,8553,1205,59.5,5,4
1269,12-Mar,90,200B,3,TD Garden,7,4,8553,1205,39.5,5,4
1270,12-Mar,210,Pit,10,United Center,12,2,8759,585,149.5,5,2
1271,12-Mar,373,100A,8,United Center,12,2,8759,585,149.5,5,2
1272,12-Mar,163,100B,6,United Center,12,2,8759,585,149.5,5,2
1273,12-Mar,378,200A,4,United Center,12,2,8759,585,99.5,5,2
1274,12-Mar,173,200B,3,United Center,12,2,8759,585,99.5,5,2
1275,12-Mar,195,300A,2,United Center,12,2,8759,585,39.5,5,2
1276,12-Mar,53,300B,1,United Center,12,2,8759,585,39.5,5,2
1277,12-Mar,148,Pit,10,Bridgestone Arena,16,6,8328,916,123,5,5
1278,12-Mar,141,100A,8,Bridgestone Arena,16,6,8328,916,73,5,5
1279,12-Mar,395,100B,6,Bridgestone Arena,16,6,8328,916,73,5,5
1280,12-Mar,302,200A,4,Bridgestone Arena,16,6,8328,916,53.5,5,5
1281,12-Mar,90,200B,3,Bridgestone Arena,16,6,8328,916,53.5,5,5
1282,12-Mar,135,300A,2,Bridgestone Arena,16,6,8328,916,34.4,5,5
1283,12-Mar,87,300B,1,Bridgestone Arena,16,6,8328,916,34.4,5,5
1284,12-Mar,189,Pit,10,The Forum A,22,7,2683,2162,149.5,5,6
1285,12-Mar,444,100A,8,The Forum A,22,7,2683,2162,149.5,5,6
1286,12-Mar,163,100B,6,The Forum A,22,7,2683,2162,149.5,5,6
1287,12-Mar,195,200A,4,The Forum A,22,7,2683,2162,59.5,5,6
1288,12-Mar,92,200B,3,The Forum A,22,7,2683,2162,39.5,5,6
1289,12-Mar,195,Pit,10,The Forum B,23,5,2780,2162,149.5,5,7
1290,12-Mar,651,100A,8,The Forum B,23,5,2780,2162,149.5,5,7
1291,12-Mar,137,100B,6,The Forum B,23,5,2780,2162,149.5,5,7
1292,12-Mar,181,200A,4,The Forum B,23,5,2780,2162,59.5,5,7
1293,12-Mar,90,200B,3,The Forum B,23,5,2780,2162,39.5,5,7
1294,12-Mar,178,Pit,10,The Forum C,24,2,2940,2162,149.5,5,2
1295,12-Mar,503,100A,8,The Forum C,24,2,2940,2162,149.5,5,2
1296,12-Mar,170,100B,6,The Forum C,24,2,2940,2162,149.5,5,2
1297,12-Mar,190,200A,4,The Forum C,24,2,2940,2162,59.5,5,2
1298,12-Mar,90,200B,3,The Forum C,24,2,2940,2162,39.5,5,2
